text_cleaned,Label,label_encoded
request for meeting on admission documentation i request a meeting to clarify issues related to my admission documents. i would appreciate if.,Meeting Requests,6
meeting request concerning graduation clearance i need to meet with you about {topic}. when are you available?,Meeting Requests,6
appointment request for transcript clarification kindly grant me an appointment to discuss details regarding my result sheet application.,Meeting Requests,6
meeting request regarding student records i would like to schedule a meeting to discuss discrepancies in my student records.,Meeting Requests,6
appointment request for transcript clarification looking forward to your response. kindly grant me an appointment to discuss details regarding my transcript application.,Meeting Requests,6
invitation for the vice-chancellor to deliver a keynote i would like to schedule a meeting to discuss {topic}.,Meeting Requests,6
invitation for the vice-chancellor to deliver a keynote this is an invitation/memo regarding: 'invitation for the vice-chancellor to deliver a keynote'. the stated purpose for this meeting/event is: institutional visibility. we require a confirmation of attendance from the relevant parties.,Meeting Requests,6
meeting request concerning graduation clearance i would appreciate an opportunity to meet with the registry staff concerning my graduation clearance.,Meeting Requests,6
invitation for the vice-chancellor to deliver a keynote this is an invitation/memo regarding: 'invitation for the vice-chancellor to deliver a keynote'. the stated purpose for this meeting/event is: institutional visibility. we require a confirmation of attendance from the relevant parties. could you please.,Meeting Requests,6
invitation for the vice-chancellor to deliver a keynote i would like to schedule a meeting to discuss {topic}.,Meeting Requests,6
meeting request concerning graduation clearance i would appreciate an opportunity to meet with the registry staff concerning my graduation clearance.,Meeting Requests,6
appointment request for transcript clarification kindly grant me an appointment to discuss details regarding my transcript application.,Meeting Requests,6
appointment request for fee-related issue i would appreciate if please i am requesting an appointment to discuss a payment issue related to my school fees.,Meeting Requests,6
appointment request for fee-related issue i need to meet with you about {topic}. when are you available?,Meeting Requests,6
appointment request for transcript clarification kindly grant me an appointment to discuss details regarding my transcript application.,Meeting Requests,6
memo inviting university leadership to a strategy retreat we require a confirmation of attendance from the relevant parties. this is an invitation/memo regarding: 'memo inviting university leadership to a strategy retreat'. the stated purpose for this meeting/event is: high-level planning.,Meeting Requests,6
memo inviting university leadership to a strategy retreat this is an invitation/memo regarding: 'memo inviting university leadership to a strategy retreat'. the stated purpose for this meeting/event is: high-level planning. we require a confirmation of attendance from the relevant parties. thank you in advance.,Meeting Requests,6
request for meeting on admission documentation i would like to schedule a meeting to discuss {topic}.,Meeting Requests,6
"transcript request for a 100-level student dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for a 100-level student'. the purpose for this require is: internal academic verification. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request for a student on academic probation the specific requirement is for 'transcript request for a student on academic probation'. the purpose for this request is: status review. please advise on the exact procedure and fee structure. dear registrar's office, i am writing to formally request my official transcript.",Transcript Requests,9
"transcript request for a postgraduate student i hope this email finds you well. dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for a postgraduate (msc) student'. the purpose for this request is: phd application. please advise on the exact procedure and fee structure.",Transcript Requests,9
transcript request for a graduating student i need my academic transcript for {purpose}. please process this urgently.,Transcript Requests,9
"transcript request with certified sealed envelope dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request with certified sealed envelope'. the purpose for this request is: international application. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request with certified sealed envelope dear registrar's office, i am writing to formally request my official transcript. the purpose for this request is: international application. please advise on the exact procedure and fee structure. the specific requirement is for 'transcript request with certified sealed envelope'.",Transcript Requests,9
"transcript request your prompt attention to this matter would be appreciated. dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request (digital copy only)'. the purpose for this request is: electronic submission. please advise on the exact procedure and fee structure.",Transcript Requests,9
transcript request for a withdrawn student i need my academic transcript for {purpose}. please process this urgently.,Transcript Requests,9
"transcript request for a graduating student dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for a graduating student'. the purpose for this request is: graduation requirements. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request for a graduating student dear registrar's office, i am writing to formally request my official transcript. the purpose for this request is: graduation requirements. the specific requirement is for 'transcript request for a graduating student'. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request for a graduating student dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for a graduating student'. the purpose for this request is: graduation requirements. please advise on the exact procedure and fee structure. i would appreciate if.",Transcript Requests,9
transcript request could you provide my official transcript? i require it for {purpose}.,Transcript Requests,9
"transcript request for a graduating student dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for a graduating student'. the purpose for this request is: graduation requirements. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request dear registrar's office, i am writing to formally request my official transcript. the purpose for this request is: electronic submission. the specific requirement is for 'transcript request (digital copy only)'. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request (digital copy only)'. the purpose for this request is: electronic submission. please advise on the exact procedure and fee structure. i hope this email finds you well.",Transcript Requests,9
transcript request for a postgraduate student i am requesting my academic records. this is needed for {purpose}.,Transcript Requests,9
"transcript request for a postgraduate student dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for a postgraduate (msc) student'. the purpose for this request is: phd application. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request for a postgraduate student the purpose for this request is: phd application. the specific requirement is for 'transcript request for a postgraduate (msc) student'. please advise on the exact procedure and fee structure. dear registrar's office, i am writing to formally request my official transcript.",Transcript Requests,9
"transcript request for a 100-level student dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for a 100-level student'. the purpose for this request is: internal academic verification. please advise on the exact procedure and fee structure. thank you in advance.",Transcript Requests,9
transcript request with certified sealed envelope i am requesting my academic records. this is needed for {purpose}.,Transcript Requests,9
"transcript request for a 100-level student dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for a 100-level student'. the purpose for this request is: internal academic verification. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request the purpose for this request is: electronic submission. please advise on the exact procedure and fee structure. dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request (digital copy only)'.",Transcript Requests,9
"transcript request for a 100-level student looking forward to your response. dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for a 100-level student'. the purpose for this request is: internal academic verification. please advise on the exact procedure and fee structure.",Transcript Requests,9
transcript request i am requesting my academic records. this is needed for {purpose}.,Transcript Requests,9
"transcript request for a graduating student dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript seek for a graduating student'. the purpose for this request is: graduation requirements. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request for a withdrawn student please advise on the exact procedure and fee structure. the specific requirement is for 'transcript request for a withdrawn student'. dear registrar's office, i am writing to formally request my official transcript. the purpose for this request is: record closure.",Transcript Requests,9
"transcript request for transfer to another university dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for transfer to another university'. the purpose for this request is: academic transfer. please advise on the exact procedure and fee structure. your prompt attention to this matter would be appreciated.",Transcript Requests,9
transcript request for a graduating student i need my academic transcript for {purpose}. please process this urgently.,Transcript Requests,9
"transcript request dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request (expedited/urgent)'. the purpose for this request is: time-sensitive application. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request for a graduating student the purpose for this request is: graduation requirements. the specific requirement is for 'transcript request for a graduating student'. dear registrar's office, i am writing to formally request my official transcript. please advise on the exact procedure and fee structure.",Transcript Requests,9
"transcript request for a 100-level student thank you in advance. dear registrar's office, i am writing to formally request my official transcript. the specific requirement is for 'transcript request for a 100-level student'. the purpose for this request is: internal academic verification. please advise on the exact procedure and fee structure.",Transcript Requests,9
application for re-admission after suspension this is a formal submission regarding a complaint/issue: 'application for re-admission after suspension'. the context and reason for this formal report is: return to study. i request an immediate investigation and follow-up action.,Complaints,1
formal complaint against a student group/society i request an immediate investigation and follow-up action. the context and reason for this formal report is: dispute resolution. this is a formal submission regarding a complaint/issue: 'formal complaint against a student group/society'.,Complaints,1
application for re-admission after suspension this is a formal submission regarding a complaint/issue: 'application for re-admission after suspension'. the context and reason for this formal report is: return to study. i request an immediate investigation and follow-up action. i hope this email finds you well.,Complaints,1
letter of good standing i wish to lodge a complaint about {issue}. this needs immediate attention.,Complaints,1
complaint regarding sexual harassment/misconduct this is a formal submission regarding a complaint/issue: 'complaint regarding sexual harassment/misconduct'. the context and reason for this formal report is: formal discipline report. i request an immediate investigation and follow-up action.,Complaints,1
complaint about administrative service delay i request an immediate investigation and follow-up action. the context and reason for this formal report is: inefficiency report. this is a formal submission regarding a complaint/issue: 'complaint about administrative service delay'.,Complaints,1
complaint about library noise/environment this is a formal submission regarding a complaint/issue: 'complaint about library noise/environment'. the context and reason for this formal report is: facility issue. i request an immediate investigation and follow-up action. thank you in advance.,Complaints,1
complaint about library noise/environment i want to report a concern regarding {issue}. please address this matter.,Complaints,1
formal complaint against a student group/society this is a formal submission regarding a complaint/issue: 'formal complaint against a student group/society'. the context and reason for this formal report is: dispute resolution. i request an immediate investigation and follow-up action.,Complaints,1
complaint regarding sexual harassment/misconduct i request an immediate investigation and follow-up action. the context and reason for this formal report is: formal discipline report. this is a formal submission regarding a complaint/issue: 'complaint regarding sexual harassment/misconduct'.,Complaints,1
application for re-admission after suspension this is a formal submission regarding a complaint/issue: 'application for re-admission after suspension'. the context and reason for this formal report is: return to study. i request an immediate investigation and follow-up action. i hope you can assist me with this.,Complaints,1
complaint about administrative service delay i wish to lodge a complaint about {issue}. this needs immediate attention.,Complaints,1
application for re-admission after suspension this is a formal submission regarding a complaint/issue: 'application for re-admission after suspension'. the context and reason for this formal report is: return to study. i request an immediate investigation and follow-up action.,Complaints,1
formal complaint against a student group/society i request an immediate investigation and follow-up action. the context and reason for this formal report is: dispute resolution. this is a formal submission regarding a complaint/issue: 'formal complaint against a student group/society'.,Complaints,1
complaint about library noise/environment this is a formal submission regarding a complaint/issue: 'complaint about library noise/environment'. the context and reason for this formal report is: facility issue. i request an immediate investigation and follow-up action. could you please.,Complaints,1
application for re-admission after suspension i want to report a concern regarding {issue}. please address this matter.,Complaints,1
complaint about library noise/environment this is a formal submission regarding a complaint/issue: 'complaint about library noise/environment'. the context and reason for this formal report is: facility issue. i require an immediate investigation and follow-up action.,Complaints,1
complaint about administrative service delay i request an immediate investigation and follow-up action. this is a formal submission regarding a complaint/issue: 'complaint about administrative service delay'. the context and reason for this formal report is: inefficiency report.,Complaints,1
complaint about administrative service delay this is a formal submission regarding a complaint/issue: 'complaint about administrative service delay'. the context and reason for this formal report is: inefficiency report. i request an immediate investigation and follow-up action. could you please.,Complaints,1
complaint regarding sexual harassment/misconduct i wish to lodge a complaint about {issue}. this needs immediate attention.,Complaints,1
complaint about administrative service delay this is a formal submission concerning a complaint/issue: 'complaint about administrative service delay'. the context and reason for this formal report is: inefficiency report. i request an immediate investigation and follow-up action.,Complaints,1
application for re-admission after suspension this is a formal submission regarding a complaint/issue: 'application for re-admission after suspension'. the context and reason for this formal report is: return to study. i request an immediate investigation and follow-up action.,Complaints,1
complaint about administrative service delay thank you in advance. this is a formal submission regarding a complaint/issue: 'complaint about administrative service delay'. the context and reason for this formal report is: inefficiency report. i request an immediate investigation and follow-up action.,Complaints,1
complaint about course content/lecturer i want to report a concern regarding {issue}. please address this matter.,Complaints,1
application for re-admission after suspension this is a formal submission regarding a complaint/issue: 'application for re-admission after suspension'. the context and reason for this formal report is: return to study. i request an immediate investigation and follow-up action.,Complaints,1
complaint about course content/lecturer the context and reason for this formal report is: academic dissatisfaction. this is a formal submission regarding a complaint/issue: 'complaint about course content/lecturer'. i request an immediate investigation and follow-up action.,Complaints,1
formal complaint against a student group/society this is a formal submission regarding a complaint/issue: 'formal complaint against a student group/society'. the context and reason for this formal report is: dispute resolution. i request an immediate investigation and follow-up action. your prompt attention to this matter would be appreciated.,Complaints,1
complaint regarding sexual harassment/misconduct i wish to lodge a complaint about {issue}. this needs immediate attention.,Complaints,1
letter of good standing this is a formal submission regarding a complaint/issue: 'letter of good standing (student discipline clearance)'. the context and reason for this formal report is: behavioral compliance. i seek an immediate investigation and follow-up action.,Complaints,1
letter of good standing the context and reason for this formal report is: behavioral compliance. this is a formal submission regarding a complaint/issue: 'letter of good standing (student discipline clearance)'. i request an immediate investigation and follow-up action.,Complaints,1
complaint about course content/lecturer your prompt attention to this matter would be appreciated. this is a formal submission regarding a complaint/issue: 'complaint about course content/lecturer'. the context and reason for this formal report is: academic dissatisfaction. i request an immediate investigation and follow-up action.,Complaints,1
complaint about library noise/environment i wish to lodge a complaint about {issue}. this needs immediate attention.,Complaints,1
